"c_pair","RCCA1"
"c_83_110",0
"c_84_110",0
"c_85_110",0
"c_86_110",0
"c_87_110",0
"c_88_110",0
"c_89_110",0
"c_90_110",0
"c_91_110",0
"c_92_110",0
"c_93_110",0
"c_94_110",0
"c_95_110",0
"c_96_110",0
"c_97_110",0
"c_98_110",0
"c_99_110",0
"c_100_110",0
"c_101_110",0
"c_102_110",0
"c_103_110",0
"c_104_110",0
"c_105_110",0
"c_106_110",0
"c_107_110",0
"c_108_110",0
"c_109_110",0
"c_1_111",0
"c_2_111",0
"c_3_111",0
"c_4_111",0
"c_5_111",0
"c_6_111",0
"c_7_111",0
"c_8_111",0
"c_9_111",0
"c_10_111",0
"c_11_111",0
"c_12_111",0
"c_13_111",0
"c_14_111",0
"c_15_111",0
"c_16_111",0
"c_17_111",0
"c_18_111",0
"c_19_111",0
"c_20_111",0
"c_21_111",0
"c_22_111",0
"c_23_111",0
"c_24_111",0
"c_25_111",0
"c_26_111",0
"c_27_111",0
"c_28_111",0
"c_29_111",0
"c_30_111",0
"c_31_111",0
"c_32_111",0
"c_33_111",0
"c_34_111",0
"c_35_111",0
"c_36_111",0
"c_37_111",0
"c_38_111",0
"c_39_111",0
"c_40_111",0
"c_41_111",0
"c_42_111",0
"c_43_111",0
"c_44_111",0
"c_45_111",0
"c_46_111",0
"c_47_111",0
"c_48_111",0
"c_49_111",0
"c_50_111",0
"c_51_111",0
"c_52_111",0
"c_53_111",0
"c_54_111",0
"c_55_111",0
"c_56_111",0
"c_57_111",0
"c_58_111",0
"c_59_111",0
"c_60_111",0
"c_61_111",0
"c_62_111",0
"c_63_111",0
"c_64_111",0
"c_65_111",0
"c_66_111",0
"c_67_111",0
"c_68_111",0
"c_69_111",0
"c_70_111",0
"c_71_111",0
"c_72_111",0
"c_73_111",0
"c_74_111",0
"c_75_111",0
"c_76_111",0
"c_77_111",0
"c_78_111",0
"c_79_111",0
"c_80_111",0
"c_81_111",0
"c_82_111",0
"c_83_111",0
"c_84_111",0
"c_85_111",0
"c_86_111",0
"c_87_111",0
"c_88_111",0
"c_89_111",0
"c_90_111",0
"c_91_111",0
"c_92_111",0
"c_93_111",0
"c_94_111",0
"c_95_111",0
"c_96_111",0
"c_97_111",0
"c_98_111",0
"c_99_111",0
"c_100_111",0
"c_101_111",0
"c_102_111",0
"c_103_111",0
"c_104_111",0
"c_105_111",0
"c_106_111",0
"c_107_111",0
"c_108_111",0
"c_109_111",0
"c_110_111",0
"c_1_112",0
"c_2_112",0
"c_3_112",0
"c_4_112",0
"c_5_112",0
"c_6_112",0
"c_7_112",0
"c_8_112",0
"c_9_112",0
"c_10_112",0
"c_11_112",0
"c_12_112",0
"c_13_112",0
"c_14_112",0
"c_15_112",0
"c_16_112",0
"c_17_112",0
"c_18_112",0
"c_19_112",0
"c_20_112",0
"c_21_112",0
"c_22_112",0
"c_23_112",0
"c_24_112",0
"c_25_112",0
"c_26_112",0
"c_27_112",0
"c_28_112",0
"c_29_112",0
"c_30_112",0
"c_31_112",0
"c_32_112",0
"c_33_112",0
"c_34_112",0
"c_35_112",0
"c_36_112",0
"c_37_112",0
"c_38_112",0
"c_39_112",0
"c_40_112",0
"c_41_112",0
"c_42_112",0
"c_43_112",0
"c_44_112",0
"c_45_112",0
"c_46_112",0
"c_47_112",0
"c_48_112",0
"c_49_112",0
"c_50_112",0
"c_51_112",0
"c_52_112",0
"c_53_112",0
"c_54_112",0
"c_55_112",0
"c_56_112",0
"c_57_112",0
"c_58_112",0
"c_59_112",0
"c_60_112",0
"c_61_112",0
"c_62_112",0
"c_63_112",0
"c_64_112",0
"c_65_112",0
"c_66_112",0
"c_67_112",0
"c_68_112",0
"c_69_112",0
"c_70_112",0
"c_71_112",0
"c_72_112",0
"c_73_112",0
"c_74_112",0
"c_75_112",0
"c_76_112",0
"c_77_112",0
"c_78_112",0
"c_79_112",0
"c_80_112",0
"c_81_112",0
"c_82_112",0
"c_83_112",0
"c_84_112",0
"c_85_112",0
"c_86_112",0
"c_87_112",0
"c_88_112",0
"c_89_112",0
"c_90_112",0
"c_91_112",0
"c_92_112",0
"c_93_112",0
"c_94_112",0
"c_95_112",0
"c_96_112",0
"c_97_112",0
"c_98_112",0
"c_99_112",0
"c_100_112",0
"c_101_112",0
"c_102_112",0
"c_103_112",0
"c_104_112",0
"c_105_112",0
"c_106_112",0
"c_107_112",0
"c_108_112",0
"c_109_112",0
"c_110_112",0
"c_111_112",0
"c_1_113",0
"c_2_113",0
"c_3_113",0
"c_4_113",0
"c_5_113",0
"c_6_113",0
"c_7_113",0
"c_8_113",0
"c_9_113",0
"c_10_113",0
"c_11_113",0
"c_12_113",0
"c_13_113",0
"c_14_113",0
"c_15_113",0
"c_16_113",0
"c_17_113",0
"c_18_113",0
"c_19_113",0
"c_20_113",0
"c_21_113",0
"c_22_113",0
"c_23_113",0
"c_24_113",0
"c_25_113",0
"c_26_113",0
"c_27_113",0
"c_28_113",0
"c_29_113",0
"c_30_113",0
"c_31_113",0
"c_32_113",0
"c_33_113",0
"c_34_113",0
"c_35_113",0
"c_36_113",0
"c_37_113",0
"c_38_113",0
"c_39_113",0
"c_40_113",0
"c_41_113",0
"c_42_113",0
"c_43_113",0
"c_44_113",0
"c_45_113",0
"c_46_113",0
"c_47_113",0
"c_48_113",0
"c_49_113",0
"c_50_113",0
"c_51_113",0
"c_52_113",0
"c_53_113",0
"c_54_113",0
"c_55_113",0
"c_56_113",0
"c_57_113",0
"c_58_113",0
"c_59_113",0
"c_60_113",0
"c_61_113",0
"c_62_113",0
"c_63_113",0
"c_64_113",0
"c_65_113",0
"c_66_113",0
"c_67_113",0
"c_68_113",0
"c_69_113",0
"c_70_113",0
"c_71_113",0
"c_72_113",0
"c_73_113",0
"c_74_113",0
"c_75_113",0
"c_76_113",0
"c_77_113",0
"c_78_113",0
"c_79_113",0
"c_80_113",0
"c_81_113",0
"c_82_113",0
"c_83_113",0
"c_84_113",0
"c_85_113",0
"c_86_113",0
"c_87_113",0
"c_88_113",0
"c_89_113",0
"c_90_113",0
"c_91_113",0
"c_92_113",0
"c_93_113",0
"c_94_113",0
"c_95_113",0
"c_96_113",0
"c_97_113",0
"c_98_113",0
"c_99_113",0
"c_100_113",0
"c_101_113",0
"c_102_113",0
"c_103_113",0
"c_104_113",0
"c_105_113",0
"c_106_113",0
"c_107_113",0
"c_108_113",0
"c_109_113",0
"c_110_113",0
"c_111_113",0
"c_112_113",0
"c_1_114",0
"c_2_114",0
"c_3_114",0
"c_4_114",0
"c_5_114",0
"c_6_114",0
"c_7_114",0
"c_8_114",0
"c_9_114",0
"c_10_114",0
"c_11_114",0
"c_12_114",0
"c_13_114",0
"c_14_114",0
"c_15_114",0
"c_16_114",0
"c_17_114",0
"c_18_114",0
"c_19_114",0
"c_20_114",0
"c_21_114",0
"c_22_114",0
"c_23_114",0
"c_24_114",0
"c_25_114",0
"c_26_114",0
"c_27_114",0
"c_28_114",0
"c_29_114",0
"c_30_114",0
"c_31_114",0
"c_32_114",0
"c_33_114",0
"c_34_114",0
"c_35_114",0
"c_36_114",0
"c_37_114",0
"c_38_114",0
"c_39_114",0
"c_40_114",0
"c_41_114",0
"c_42_114",0
"c_43_114",0
"c_44_114",0
"c_45_114",0
"c_46_114",0
"c_47_114",0
"c_48_114",0
"c_49_114",0
"c_50_114",0
"c_51_114",0
"c_52_114",0
"c_53_114",0
"c_54_114",0
"c_55_114",0
"c_56_114",0
"c_57_114",0
"c_58_114",0
"c_59_114",0
"c_60_114",0
"c_61_114",0
"c_62_114",0
"c_63_114",0
"c_64_114",0
"c_65_114",0
"c_66_114",0
"c_67_114",0
"c_68_114",0
"c_69_114",0
"c_70_114",0
"c_71_114",0
"c_72_114",0
"c_73_114",0
"c_74_114",0
"c_75_114",0
"c_76_114",0
"c_77_114",0
"c_78_114",0
"c_79_114",0
"c_80_114",0
"c_81_114",0
"c_82_114",0
"c_83_114",0
"c_84_114",0
"c_85_114",0
"c_86_114",0
"c_87_114",0
"c_88_114",0
"c_89_114",0
"c_90_114",0
"c_91_114",0
"c_92_114",0
"c_93_114",0
"c_94_114",0
"c_95_114",0
"c_96_114",0
"c_97_114",0
"c_98_114",0
"c_99_114",0
"c_100_114",0
"c_101_114",0
"c_102_114",0
"c_103_114",0
"c_104_114",0
"c_105_114",0
"c_106_114",0
"c_107_114",0
"c_108_114",0
"c_109_114",0
"c_110_114",0
"c_111_114",0
"c_112_114",0
"c_113_114",0
"c_1_115",0
"c_2_115",0
"c_3_115",0
"c_4_115",0
"c_5_115",0
"c_6_115",0
"c_7_115",0
"c_8_115",0
"c_9_115",0
"c_10_115",0
"c_11_115",0
"c_12_115",0
"c_13_115",0
"c_14_115",0
"c_15_115",0
"c_16_115",0
"c_17_115",0
"c_18_115",0
"c_19_115",0
"c_20_115",0
"c_21_115",0
"c_22_115",0
"c_23_115",0
"c_24_115",0
"c_25_115",0
"c_26_115",0
"c_27_115",0
"c_28_115",0
"c_29_115",0
"c_30_115",0
"c_31_115",0
"c_32_115",0
"c_33_115",0
"c_34_115",0
"c_35_115",0
"c_36_115",0
"c_37_115",0
"c_38_115",0
"c_39_115",0
"c_40_115",0
"c_41_115",0
"c_42_115",0
"c_43_115",0
"c_44_115",0
"c_45_115",0
"c_46_115",0
"c_47_115",0
"c_48_115",0
"c_49_115",0
"c_50_115",0
"c_51_115",0
"c_52_115",0
"c_53_115",0
"c_54_115",0
"c_55_115",0
"c_56_115",0
"c_57_115",0
"c_58_115",0
"c_59_115",0
"c_60_115",0
"c_61_115",0
"c_62_115",0
"c_63_115",0
"c_64_115",0
"c_65_115",0
"c_66_115",0
"c_67_115",0
"c_68_115",0
"c_69_115",0
"c_70_115",0
"c_71_115",0
"c_72_115",0
"c_73_115",0
"c_74_115",0
"c_75_115",0
"c_76_115",0
"c_77_115",0
"c_78_115",0
"c_79_115",0
"c_80_115",0
"c_81_115",0
"c_82_115",0
"c_83_115",0
"c_84_115",0
"c_85_115",0
"c_86_115",0
"c_87_115",0
"c_88_115",0
"c_89_115",0
"c_90_115",0
"c_91_115",0
"c_92_115",0
"c_93_115",0
"c_94_115",0
"c_95_115",0
"c_96_115",0
"c_97_115",0
"c_98_115",0
"c_99_115",0
"c_100_115",0
"c_101_115",0
"c_102_115",0
"c_103_115",0
"c_104_115",0
"c_105_115",0
"c_106_115",0
"c_107_115",0
"c_108_115",0
"c_109_115",0
"c_110_115",0
"c_111_115",0
"c_112_115",0
"c_113_115",0
"c_114_115",0
"c_1_116",0
"c_2_116",0
"c_3_116",0
"c_4_116",0
"c_5_116",0
"c_6_116",0
"c_7_116",0
"c_8_116",0
"c_9_116",0
"c_10_116",0
"c_11_116",0
"c_12_116",0
"c_13_116",0
"c_14_116",0
"c_15_116",0
"c_16_116",0
"c_17_116",0
"c_18_116",0
"c_19_116",0
"c_20_116",0
"c_21_116",0
"c_22_116",0
"c_23_116",0
"c_24_116",0
"c_25_116",0
"c_26_116",0
"c_27_116",0
"c_28_116",0
"c_29_116",0
"c_30_116",0
"c_31_116",0
"c_32_116",0
"c_33_116",0
"c_34_116",0
"c_35_116",0
"c_36_116",0
"c_37_116",0
"c_38_116",0
"c_39_116",0
"c_40_116",0
"c_41_116",0
"c_42_116",0
"c_43_116",0
"c_44_116",0
"c_45_116",0
"c_46_116",0
"c_47_116",0
"c_48_116",0
"c_49_116",0
"c_50_116",0
"c_51_116",0
"c_52_116",0
"c_53_116",0
"c_54_116",0
"c_55_116",0
"c_56_116",0
"c_57_116",0
"c_58_116",0
"c_59_116",0
"c_60_116",0
"c_61_116",0
"c_62_116",0
"c_63_116",0
"c_64_116",0
"c_65_116",0
"c_66_116",0
"c_67_116",0
"c_68_116",0
"c_69_116",0
"c_70_116",0
"c_71_116",0
"c_72_116",0
"c_73_116",0
"c_74_116",0
"c_75_116",0
"c_76_116",0
"c_77_116",0
"c_78_116",0
"c_79_116",0
"c_80_116",0
"c_81_116",0
"c_82_116",0
"c_83_116",0
"c_84_116",0
"c_85_116",0
"c_86_116",0
"c_87_116",0
"c_88_116",0
"c_89_116",0
"c_90_116",0
"c_91_116",0
"c_92_116",0
"c_93_116",0
"c_94_116",0
"c_95_116",0
"c_96_116",0
"c_97_116",0
"c_98_116",0
"c_99_116",0
"c_100_116",0
"c_101_116",0
"c_102_116",0
"c_103_116",0
"c_104_116",0
"c_105_116",0
"c_106_116",0
"c_107_116",0
"c_108_116",0
"c_109_116",0
"c_110_116",0
"c_111_116",0
"c_112_116",0
"c_113_116",0
"c_114_116",0
"c_115_116",0
"c_1_117",0
"c_2_117",0
"c_3_117",0
"c_4_117",0
"c_5_117",0
"c_6_117",0
"c_7_117",0
"c_8_117",0
"c_9_117",0
"c_10_117",0
"c_11_117",0
"c_12_117",0
"c_13_117",0
"c_14_117",0
"c_15_117",0
"c_16_117",0
"c_17_117",0
"c_18_117",0
"c_19_117",0
"c_20_117",0
"c_21_117",0
"c_22_117",0
"c_23_117",0
"c_24_117",0
"c_25_117",0
"c_26_117",0
"c_27_117",0
"c_28_117",0
"c_29_117",0
"c_30_117",0
"c_31_117",0
"c_32_117",0
"c_33_117",0
"c_34_117",0
"c_35_117",0
"c_36_117",0
"c_37_117",0
"c_38_117",0
"c_39_117",0
"c_40_117",0
"c_41_117",0
"c_42_117",0
"c_43_117",0
"c_44_117",0
"c_45_117",0
"c_46_117",0
"c_47_117",0
"c_48_117",0
"c_49_117",0
"c_50_117",0
"c_51_117",0
"c_52_117",0
"c_53_117",0
"c_54_117",0
"c_55_117",0
"c_56_117",0
"c_57_117",0
"c_58_117",0
"c_59_117",0
"c_60_117",0
"c_61_117",0
"c_62_117",0
"c_63_117",0
"c_64_117",0
"c_65_117",0
"c_66_117",0
"c_67_117",0
"c_68_117",0
"c_69_117",0
"c_70_117",0
"c_71_117",0
"c_72_117",0
"c_73_117",0
"c_74_117",0
"c_75_117",0
"c_76_117",0
"c_77_117",0
"c_78_117",0
"c_79_117",0
"c_80_117",0
"c_81_117",0
"c_82_117",0
"c_83_117",0
"c_84_117",0
"c_85_117",0
"c_86_117",0
"c_87_117",0
"c_88_117",0
"c_89_117",0
"c_90_117",0
"c_91_117",0
"c_92_117",0
"c_93_117",0
"c_94_117",0
"c_95_117",0
"c_96_117",0
"c_97_117",0
"c_98_117",0
"c_99_117",0
"c_100_117",0
"c_101_117",0
"c_102_117",0
"c_103_117",0
"c_104_117",0
"c_105_117",0
"c_106_117",0
"c_107_117",0
"c_108_117",0
"c_109_117",0
"c_110_117",0
"c_111_117",0
"c_112_117",0
"c_113_117",0
"c_114_117",0
"c_115_117",0
"c_116_117",0
"c_1_118",0
"c_2_118",0
"c_3_118",0
"c_4_118",0
"c_5_118",0
"c_6_118",0
"c_7_118",0
"c_8_118",0
"c_9_118",0
"c_10_118",0
"c_11_118",0
"c_12_118",0
"c_13_118",0
"c_14_118",0
"c_15_118",0
"c_16_118",0
"c_17_118",0
"c_18_118",0
"c_19_118",0
"c_20_118",0
"c_21_118",0
"c_22_118",0
"c_23_118",0
"c_24_118",0
"c_25_118",0
"c_26_118",0
"c_27_118",0
"c_28_118",0
"c_29_118",0
"c_30_118",0
"c_31_118",0
"c_32_118",0
"c_33_118",0
"c_34_118",0
"c_35_118",0
"c_36_118",0
"c_37_118",0
"c_38_118",0
"c_39_118",0
"c_40_118",0
"c_41_118",0
"c_42_118",0
"c_43_118",0
"c_44_118",0
"c_45_118",0
"c_46_118",0
"c_47_118",0
"c_48_118",0
"c_49_118",0
"c_50_118",0
"c_51_118",0
"c_52_118",0
"c_53_118",0
"c_54_118",0
"c_55_118",0
"c_56_118",0
"c_57_118",0
"c_58_118",0
"c_59_118",0
"c_60_118",0
"c_61_118",0
"c_62_118",0
"c_63_118",0
"c_64_118",0
"c_65_118",0
"c_66_118",0
"c_67_118",0
"c_68_118",0
"c_69_118",0
"c_70_118",0
"c_71_118",0
"c_72_118",0
"c_73_118",0
"c_74_118",0
"c_75_118",0
"c_76_118",0
"c_77_118",0
"c_78_118",0
"c_79_118",0
"c_80_118",0
"c_81_118",0
"c_82_118",0
"c_83_118",0
"c_84_118",0
"c_85_118",0
"c_86_118",0
"c_87_118",0
"c_88_118",0
"c_89_118",0
"c_90_118",0
"c_91_118",0
"c_92_118",0
"c_93_118",0
"c_94_118",0
"c_95_118",0
"c_96_118",0
"c_97_118",0
"c_98_118",0
"c_99_118",0
"c_100_118",0
"c_101_118",0
"c_102_118",0
"c_103_118",0
"c_104_118",0
"c_105_118",0
"c_106_118",0
"c_107_118",0
"c_108_118",0
"c_109_118",0
"c_110_118",0
"c_111_118",0
"c_112_118",0
"c_113_118",0
"c_114_118",0
"c_115_118",0
"c_116_118",0
"c_117_118",0
"c_1_119",0
"c_2_119",0
"c_3_119",0
"c_4_119",0
"c_5_119",0
"c_6_119",0
"c_7_119",0
"c_8_119",0
"c_9_119",0
"c_10_119",0
"c_11_119",0
"c_12_119",0
"c_13_119",0
"c_14_119",0
"c_15_119",0
"c_16_119",0
"c_17_119",0
"c_18_119",0
"c_19_119",0
"c_20_119",0
"c_21_119",0
"c_22_119",0
"c_23_119",0
"c_24_119",0
"c_25_119",0
"c_26_119",0
"c_27_119",0
"c_28_119",0
"c_29_119",0
"c_30_119",0
"c_31_119",0
"c_32_119",0
"c_33_119",0
"c_34_119",0
"c_35_119",0
"c_36_119",0
"c_37_119",0
"c_38_119",0
"c_39_119",0
"c_40_119",0
"c_41_119",0
"c_42_119",0
"c_43_119",0
"c_44_119",0
"c_45_119",0
"c_46_119",0
"c_47_119",0
"c_48_119",0
"c_49_119",0
"c_50_119",0
"c_51_119",0
"c_52_119",0
"c_53_119",0
"c_54_119",0
"c_55_119",0
"c_56_119",0
"c_57_119",0
"c_58_119",0
"c_59_119",0
"c_60_119",0
"c_61_119",0
"c_62_119",0
"c_63_119",0
"c_64_119",0
"c_65_119",0
"c_66_119",0
"c_67_119",0
"c_68_119",0
"c_69_119",0
"c_70_119",0
"c_71_119",0
"c_72_119",0
"c_73_119",0
"c_74_119",0
"c_75_119",0
"c_76_119",0
"c_77_119",0
"c_78_119",0
"c_79_119",0
"c_80_119",0
"c_81_119",0
"c_82_119",0
"c_83_119",0
"c_84_119",0
"c_85_119",0
"c_86_119",0
"c_87_119",0
"c_88_119",0
"c_89_119",0
"c_90_119",0
"c_91_119",0
"c_92_119",0
"c_93_119",0
"c_94_119",0
"c_95_119",0
"c_96_119",0
"c_97_119",0
"c_98_119",0
"c_99_119",0
"c_100_119",0
"c_101_119",0
"c_102_119",0
"c_103_119",0
"c_104_119",0
"c_105_119",0
"c_106_119",0
"c_107_119",0
"c_108_119",0
"c_109_119",0
"c_110_119",0
"c_111_119",0
"c_112_119",0
"c_113_119",0
"c_114_119",0
"c_115_119",0
"c_116_119",0
"c_117_119",0
"c_118_119",0
"c_1_120",0
"c_2_120",0
"c_3_120",0
"c_4_120",0
"c_5_120",0
"c_6_120",0
"c_7_120",0
"c_8_120",0
"c_9_120",0
"c_10_120",0
"c_11_120",0
"c_12_120",0
"c_13_120",0
"c_14_120",0
"c_15_120",0
"c_16_120",0
"c_17_120",0
"c_18_120",0
"c_19_120",0
"c_20_120",0
"c_21_120",0
"c_22_120",0
"c_23_120",0
"c_24_120",0
"c_25_120",0
"c_26_120",0
"c_27_120",0
"c_28_120",0
"c_29_120",0
"c_30_120",0
"c_31_120",0
"c_32_120",0
"c_33_120",0
"c_34_120",0
"c_35_120",0
"c_36_120",0
"c_37_120",0
"c_38_120",0
"c_39_120",0
"c_40_120",0
"c_41_120",0
"c_42_120",0
"c_43_120",0
"c_44_120",0
"c_45_120",0
"c_46_120",0
"c_47_120",0
"c_48_120",0
"c_49_120",0
"c_50_120",0
"c_51_120",0
"c_52_120",0
"c_53_120",0
"c_54_120",0
"c_55_120",0
"c_56_120",0
"c_57_120",0
"c_58_120",0
"c_59_120",0
"c_60_120",0
"c_61_120",0
"c_62_120",0
"c_63_120",0
"c_64_120",0
"c_65_120",0
"c_66_120",0
"c_67_120",0
"c_68_120",0
"c_69_120",0
"c_70_120",0
"c_71_120",0
"c_72_120",0
"c_73_120",0
"c_74_120",0
"c_75_120",0
"c_76_120",0
"c_77_120",0
"c_78_120",0
"c_79_120",0
"c_80_120",0
"c_81_120",0
"c_82_120",0
"c_83_120",0
"c_84_120",0
"c_85_120",0
"c_86_120",0
"c_87_120",0
"c_88_120",0
"c_89_120",0
"c_90_120",0
"c_91_120",0
"c_92_120",0
"c_93_120",0
"c_94_120",0
"c_95_120",0
"c_96_120",0
"c_97_120",0
"c_98_120",0
"c_99_120",0
"c_100_120",0
"c_101_120",0
"c_102_120",0
"c_103_120",0
"c_104_120",0
"c_105_120",0
"c_106_120",0
"c_107_120",0
"c_108_120",0
"c_109_120",0
"c_110_120",0
"c_111_120",0
"c_112_120",0
"c_113_120",0
"c_114_120",0
"c_115_120",0
"c_116_120",0
"c_117_120",0
"c_118_120",0
"c_119_120",0
"c_1_121",0
"c_2_121",0
"c_3_121",0
"c_4_121",0
"c_5_121",0
"c_6_121",0
"c_7_121",0
"c_8_121",0
"c_9_121",0
"c_10_121",0
"c_11_121",0
"c_12_121",0
"c_13_121",0
"c_14_121",0
"c_15_121",0
"c_16_121",0
"c_17_121",0
"c_18_121",0
"c_19_121",0
"c_20_121",0
"c_21_121",0
"c_22_121",0
"c_23_121",0
"c_24_121",0
"c_25_121",0
"c_26_121",0
"c_27_121",0
"c_28_121",0
"c_29_121",0
"c_30_121",0
"c_31_121",0
"c_32_121",0
"c_33_121",0
"c_34_121",0
"c_35_121",0
"c_36_121",0
"c_37_121",0
"c_38_121",0
"c_39_121",0
"c_40_121",0
"c_41_121",0
"c_42_121",0
"c_43_121",0
"c_44_121",0
"c_45_121",-0.0133963999907724
"c_46_121",0
"c_47_121",0
"c_48_121",0
"c_49_121",0
"c_50_121",0
"c_51_121",0
"c_52_121",0
"c_53_121",0
"c_54_121",0
"c_55_121",0
"c_56_121",0
"c_57_121",0
"c_58_121",0
"c_59_121",0
"c_60_121",0
"c_61_121",0
"c_62_121",0
"c_63_121",0
"c_64_121",0
"c_65_121",0
"c_66_121",0
"c_67_121",0
"c_68_121",0
"c_69_121",0
"c_70_121",0
"c_71_121",0
"c_72_121",0
"c_73_121",0
"c_74_121",0
"c_75_121",0
"c_76_121",0
"c_77_121",0
"c_78_121",0
"c_79_121",0
"c_80_121",0
"c_81_121",0
"c_82_121",0
"c_83_121",0
"c_84_121",0
"c_85_121",0
"c_86_121",0
"c_87_121",0
"c_88_121",0
"c_89_121",0
"c_90_121",0
"c_91_121",0
"c_92_121",0
"c_93_121",0
"c_94_121",0
"c_95_121",0
"c_96_121",0
"c_97_121",0
"c_98_121",0
"c_99_121",0
"c_100_121",0
"c_101_121",0
"c_102_121",0
"c_103_121",0
"c_104_121",0
"c_105_121",0
"c_106_121",0
"c_107_121",0
"c_108_121",0
"c_109_121",0
"c_110_121",0
"c_111_121",0
"c_112_121",0
"c_113_121",0
"c_114_121",0
"c_115_121",0
"c_116_121",0
"c_117_121",0
"c_118_121",0
"c_119_121",0
"c_120_121",0
"c_1_122",0
"c_2_122",0
"c_3_122",0
"c_4_122",0
"c_5_122",0
"c_6_122",0
"c_7_122",0
"c_8_122",0
"c_9_122",0
"c_10_122",0
"c_11_122",0
"c_12_122",0
"c_13_122",0
"c_14_122",0
"c_15_122",0
"c_16_122",0
"c_17_122",0
"c_18_122",0
"c_19_122",0
"c_20_122",0
"c_21_122",0
"c_22_122",0
"c_23_122",0
"c_24_122",0
"c_25_122",0
"c_26_122",0
"c_27_122",0
"c_28_122",0
"c_29_122",0
"c_30_122",0
"c_31_122",0
"c_32_122",0
"c_33_122",0
"c_34_122",0
"c_35_122",0
"c_36_122",0
"c_37_122",0
"c_38_122",0
"c_39_122",0
"c_40_122",0
"c_41_122",0
"c_42_122",0
"c_43_122",0
"c_44_122",0
"c_45_122",0
"c_46_122",0
"c_47_122",0
"c_48_122",0
"c_49_122",0
"c_50_122",0
"c_51_122",0
"c_52_122",0
"c_53_122",0
"c_54_122",0
"c_55_122",0
"c_56_122",0
"c_57_122",0
"c_58_122",0
"c_59_122",0
"c_60_122",0
"c_61_122",0
"c_62_122",0
"c_63_122",0
"c_64_122",0
"c_65_122",0
"c_66_122",0
"c_67_122",0
"c_68_122",0
"c_69_122",0
"c_70_122",0
"c_71_122",0
"c_72_122",0
"c_73_122",0
"c_74_122",0
"c_75_122",0
"c_76_122",0
"c_77_122",0
"c_78_122",0
"c_79_122",0
"c_80_122",0
"c_81_122",0
"c_82_122",0
"c_83_122",0
"c_84_122",0
"c_85_122",0
"c_86_122",0
"c_87_122",0
"c_88_122",0
"c_89_122",0
"c_90_122",0
"c_91_122",0
"c_92_122",0
"c_93_122",0
"c_94_122",0
"c_95_122",0
"c_96_122",0
"c_97_122",0
"c_98_122",0
"c_99_122",0
"c_100_122",0
"c_101_122",0
"c_102_122",0
"c_103_122",0
"c_104_122",0
"c_105_122",0
"c_106_122",0
"c_107_122",0
"c_108_122",0
"c_109_122",0
"c_110_122",0
"c_111_122",0
"c_112_122",0
"c_113_122",0
"c_114_122",0
"c_115_122",0
"c_116_122",0
"c_117_122",0
"c_118_122",0
"c_119_122",0
"c_120_122",0
"c_121_122",0
"c_1_123",0
"c_2_123",0
"c_3_123",0
"c_4_123",0
"c_5_123",0
"c_6_123",0
"c_7_123",0
"c_8_123",0
"c_9_123",0
"c_10_123",0
"c_11_123",0
"c_12_123",0
"c_13_123",0
"c_14_123",0
"c_15_123",0
"c_16_123",0
"c_17_123",0
"c_18_123",0
"c_19_123",0
"c_20_123",0
"c_21_123",0
"c_22_123",0
"c_23_123",0
"c_24_123",0
"c_25_123",0
"c_26_123",0
"c_27_123",0
"c_28_123",0
"c_29_123",0
"c_30_123",0
"c_31_123",0
"c_32_123",0
"c_33_123",0
"c_34_123",0
"c_35_123",0
"c_36_123",0
"c_37_123",0
"c_38_123",0
"c_39_123",0
"c_40_123",0
"c_41_123",0
"c_42_123",0
"c_43_123",0
"c_44_123",0
"c_45_123",0
"c_46_123",0
"c_47_123",0
"c_48_123",0
"c_49_123",0
"c_50_123",0
"c_51_123",0
"c_52_123",0
"c_53_123",0
"c_54_123",0
"c_55_123",0
"c_56_123",0
"c_57_123",0
"c_58_123",0
"c_59_123",0
"c_60_123",0
"c_61_123",0
"c_62_123",0
"c_63_123",0
"c_64_123",0
"c_65_123",0
"c_66_123",0
"c_67_123",0
"c_68_123",0
"c_69_123",0
"c_70_123",0
"c_71_123",0
"c_72_123",0
"c_73_123",0
"c_74_123",0
"c_75_123",0
"c_76_123",0
"c_77_123",0
"c_78_123",0
"c_79_123",0
"c_80_123",0
"c_81_123",0
"c_82_123",0
"c_83_123",0
"c_84_123",0
"c_85_123",0
"c_86_123",0
"c_87_123",0
"c_88_123",0
"c_89_123",0
"c_90_123",0
"c_91_123",0
"c_92_123",0
"c_93_123",0
"c_94_123",0
"c_95_123",0
"c_96_123",0
"c_97_123",0
"c_98_123",0
"c_99_123",0
"c_100_123",0
"c_101_123",0
"c_102_123",0
"c_103_123",0
"c_104_123",0
"c_105_123",0
"c_106_123",0
"c_107_123",0
"c_108_123",0
"c_109_123",0
"c_110_123",0
"c_111_123",0
"c_112_123",0
"c_113_123",0
"c_114_123",0
"c_115_123",0
"c_116_123",0
"c_117_123",0
"c_118_123",0
"c_119_123",0
"c_120_123",0
"c_121_123",0
"c_122_123",0
"c_1_124",0
"c_2_124",0
"c_3_124",0
"c_4_124",0
"c_5_124",0
"c_6_124",0
"c_7_124",0
"c_8_124",0
"c_9_124",0
"c_10_124",0
"c_11_124",0
"c_12_124",0
"c_13_124",0
"c_14_124",0
"c_15_124",0
"c_16_124",0
"c_17_124",0
"c_18_124",0
